Unnamed: 0,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Gender,Performance_ID,Date_Created
2372,2:12:29,Abel MUTAI,KEN,Aveiro (POR),28 APR 2024,1119,Full,M,Abel MUTAI_Full_2:12:29_28 APR 2024,30 Oct 24
655,3:39.10,Yoann KOWAL,FRA,"Stade de Stehelin, Bordeaux (FRA)",19 JUN 2024,1119,1500m,M,Yoann KOWAL_1500m_3:39.10_19 JUN 2024,30 Oct 24
1170,13:25.16,Miguel MOREIRA,POR,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1119,5000m,M,Miguel MOREIRA_5000m_13:25.16_20 JUL 2024,30 Oct 24
240,1:46.81,Abdirahman Saeed HASSAN,QAT,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1119,800m,M,Abdirahman Saeed HASSAN_800m_1:46.81_23 JUN 2024,30 Oct 24
2373,2:12:30,Abdelkarim BEN ZAHRA,MAR,Marrakech (MAR),28 JAN 2024,1119,Full,M,Abdelkarim BEN ZAHRA_Full_2:12:30_28 JAN 2024,30 Oct 24
1405,28:08.29,Kosuke ISHIDA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1119,10000m,M,Kosuke ISHIDA_10000m_28:08.29_09 MAY 2024,30 Oct 24
1820,2:31:25,Julia MAYER,AUT,Wien (AUT),21 APR 2024,1119,Full,F,Julia MAYER_Full_2:31:25_21 APR 2024,30 Oct 24
1819,2:31:25,Anna BAŃKOWSKA,POL,Sevilla (ESP),18 FEB 2024,1119,Full,F,Anna BAŃKOWSKA_Full_2:31:25_18 FEB 2024,30 Oct 24
1818,2:31:24,Olga NYZHNYK,UKR,Warszawa (POL),29 SEP 2024,1119,Full,F,Olga NYZHNYK_Full_2:31:24_29 SEP 2024,30 Oct 24
1817,2:31:24,Bizuager ADERRA,ETH,Castellón (ESP),25 FEB 2024,1119,Full,F,Bizuager ADERRA_Full_2:31:24_25 FEB 2024,30 Oct 24
982,15:22.84,Philippa BOWDEN,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1119,5000m,F,Philippa BOWDEN_5000m_15:22.84_29 JUN 2024,30 Oct 24
983,15:22.95,Leanne POMPEANI,AUS,"LAZ Wien, Wien (AUT)",22 JUN 2024,1119,5000m,F,Leanne POMPEANI_5000m_15:22.95_22 JUN 2024,30 Oct 24
984,15:23.14,Olivia MARKEZICH,USA,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1119,5000m,F,Olivia MARKEZICH_5000m_15:23.14_11 MAY 2024,30 Oct 24
1406,28:08.53,Yusuke NISHIYAMA,JPN,"Athletics Stadium, Fukagawa (JPN)",17 JUL 2024,1119,10000m,M,Yusuke NISHIYAMA_10000m_28:08.53_17 JUL 2024,30 Oct 24
1404,28:08.26,Hisaya HANAOKA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1119,10000m,M,Hisaya HANAOKA_10000m_28:08.26_09 MAY 2024,30 Oct 24
2374,2:12:30,George ONYANCHA,KEN,Huai'an (CHN),21 APR 2024,1119,Full,M,George ONYANCHA_Full_2:12:30_21 APR 2024,30 Oct 24
1403,28:08.26,Evans KIPLAGAT,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1119,10000m,M,Evans KIPLAGAT_10000m_28:08.26_29 MAR 2024,30 Oct 24
1816,2:31:21,Clara SIMAL,ESP,Sevilla (ESP),18 FEB 2024,1119,Full,F,Clara SIMAL_Full_2:31:21_18 FEB 2024,30 Oct 24
1167,32:22.98,Kana KOBAYASHI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",21 SEP 2024,1119,10000m,F,Kana KOBAYASHI_10000m_32:22.98_21 SEP 2024,30 Oct 24
1166,32:22.68,Isabel BARREIRO,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1119,10000m,F,Isabel BARREIRO_10000m_32:22.68_02 MAR 2024,30 Oct 24
1165,32:22.45,Stephanie BRUCE,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1119,10000m,F,Stephanie BRUCE_10000m_32:22.45_18 MAY 2024,30 Oct 24
2377,2:12:31,Yohans MEKASHA,ETH,Ljubljana (SLO),20 OCT 2024,1119,Full,M,Yohans MEKASHA_Full_2:12:31_20 OCT 2024,30 Oct 24
2376,2:12:31,Kenneth KETER,KEN,Wuxi (CHN),24 MAR 2024,1119,Full,M,Kenneth KETER_Full_2:12:31_24 MAR 2024,30 Oct 24
2375,2:12:31,Yuya KAWATA,JPN,Nobeoka (JPN),11 FEB 2024,1119,Full,M,Yuya KAWATA_Full_2:12:31_11 FEB 2024,30 Oct 24
242,1:46.82,Yugo SHIKATA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1119,800m,M,Yugo SHIKATA_800m_1:46.82_29 JUN 2024,30 Oct 24
1821,2:31:26,Clémence CALVIN,FRA,Barcelona (ESP),10 MAR 2024,1119,Full,F,Clémence CALVIN_Full_2:31:26_10 MAR 2024,30 Oct 24
241,1:46.81,Dennick LUKE,DMA,"Stade de France, Paris (FRA)",08 AUG 2024,1119,800m,M,Dennick LUKE_800m_1:46.81_08 AUG 2024,30 Oct 24
1709,1:01:41,Daichi SHIBATA,JPN,Marugame (JPN),04 FEB 2024,1119,Half,M,Daichi SHIBATA_Half_1:01:41_04 FEB 2024,30 Oct 24
1716,1:01:42,Demoz BEKELE,ETH,Yangzhou (CHN),31 MAR 2024,1119,Half,M,Demoz BEKELE_Half_1:01:42_31 MAR 2024,30 Oct 24
1717,1:01:42,Andrew BUCHANAN,AUS,"Cricket Ground, Melbourne (AUS)",13 OCT 2024,1119,Half,M,Andrew BUCHANAN_Half_1:01:42_13 OCT 2024,30 Oct 24
214,2:02.46,Kristiina SASÍNEK MÄKI,CZE,"Forest Stadium, Sopot (POL)",16 JUN 2024,1119,800m,F,Kristiina SASÍNEK MÄKI_800m_2:02.46_16 JUN 2024,30 Oct 24
1715,1:01:42,Thabang MOSIAKO,RSA,Lisboa (POR),17 MAR 2024,1119,Half,M,Thabang MOSIAKO_Half_1:01:42_17 MAR 2024,30 Oct 24
1714,1:01:42,Kazuya NISHIYAMA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1119,Half,M,Kazuya NISHIYAMA_Half_1:01:42_11 FEB 2024,30 Oct 24
1713,1:01:42,Renato OGATA,JPN,Marugame (JPN),04 FEB 2024,1119,Half,M,Renato OGATA_Half_1:01:42_04 FEB 2024,30 Oct 24
1712,1:01:42,Wataru TOCHIGI,JPN,Osaka (JPN),28 JAN 2024,1119,Half,M,Wataru TOCHIGI_Half_1:01:42_28 JAN 2024,30 Oct 24
910,8:30.70,Yoann KOWAL,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1119,3000m Steeple,M,Yoann KOWAL_3000m Steeple_8:30.70_15 JUN 2024,30 Oct 24
213,2:02.46,Aaliyah MILLER,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1119,800m,F,Aaliyah MILLER_800m_2:02.46_09 JUN 2024,30 Oct 24
1710,1:01:41,Taira OMORI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1119,Half,M,Taira OMORI_Half_1:01:41_11 FEB 2024,30 Oct 24
1711,1:01:41,Haruka ONODERA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1119,Half,M,Haruka ONODERA_Half_1:01:41_11 FEB 2024,30 Oct 24
1708,1:01:41,Shun SADAKATA,JPN,Osaka (JPN),28 JAN 2024,1119,Half,M,Shun SADAKATA_Half_1:01:41_28 JAN 2024,30 Oct 24
237,1:46.79,Collin DYLLA,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1119,800m,M,Collin DYLLA_800m_1:46.79_09 JUN 2024,30 Oct 24
760,9:50.30,Sharon CHEPKEMOI,KEN,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1119,3000m Steeple,F,Sharon CHEPKEMOI_3000m Steeple_9:50.30_29 AUG 2024,30 Oct 24
211,2:02.42,Malin Ingeborg NYFORS,NOR,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1119,800m,F,Malin Ingeborg NYFORS_800m_2:02.42_12 JUL 2024,30 Oct 24
239,1:46.81,Rok MARKELJ,SLO,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1119,800m,M,Rok MARKELJ_800m_1:46.81_02 JUN 2024,30 Oct 24
909,8:30.64,Mohammed MERBOUHI,ALG,"Complexe Olympique Mohamed Boudiaf, Algiers (ALG)",30 JUN 2024,1119,3000m Steeple,M,Mohammed MERBOUHI_3000m Steeple_8:30.64_30 JUN 2024,30 Oct 24
236,1:46.79,Brian KIPTUM,KEN,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1119,800m,M,Brian KIPTUM_800m_1:46.79_08 JUN 2024,30 Oct 24
1388,1:10:30,Lucy REID,GBR,Sevilla (ESP),28 JAN 2024,1119,Half,F,Lucy REID_Half_1:10:30_28 JAN 2024,30 Oct 24
553,4:11.02,Carlee HANSEN,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1119,1500m,F,Carlee HANSEN_1500m_4:11.02_17 MAY 2024,30 Oct 24
551,4:10.92,Alice SEGUIN,FRA,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1119,1500m,F,Alice SEGUIN_1500m_4:10.92_20 JUL 2024,30 Oct 24
1389,1:10:33,Rinka HIDA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1118,Half,F,Rinka HIDA_Half_1:10:33_11 FEB 2024,30 Oct 24
215,2:02.47,Águeda MARQUÉS,ESP,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1118,800m,F,Águeda MARQUÉS_800m_2:02.47_21 JUL 2024,30 Oct 24
216,2:02.48,Marina MARTÍNEZ,ESP,"Estadi Joan Serrahima, Barcelona (ESP)",19 MAY 2024,1118,800m,F,Marina MARTÍNEZ_800m_2:02.48_19 MAY 2024,30 Oct 24
217,2:02.50,Aaliyah MOORE,GUY,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1118,800m,F,Aaliyah MOORE_800m_2:02.50_25 MAY 2024,30 Oct 24
1390,1:10:33,Agnes KEINO,KEN,Riga (LAT),19 MAY 2024,1118,Half,F,Agnes KEINO_Half_1:10:33_19 MAY 2024,30 Oct 24
2391,2:12:36,Jeremia SHALIAXWE,NAM,Durban (RSA),28 APR 2024,1118,Full,M,Jeremia SHALIAXWE_Full_2:12:36_28 APR 2024,30 Oct 24
218,2:02.51,Esther GUERRERO,ESP,"Estadi Joan Serrahima, Barcelona (ESP)",19 MAY 2024,1118,800m,F,Esther GUERRERO_800m_2:02.51_19 MAY 2024,30 Oct 24
2390,2:12:35,Josphat KIPROTICH,KEN,Rio de Janeiro (BRA),02 JUN 2024,1118,Full,M,Josphat KIPROTICH_Full_2:12:35_02 JUN 2024,30 Oct 24
985,15:23.39,Vanessa FRASER,USA,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1118,5000m,F,Vanessa FRASER_5000m_15:23.39_06 JUL 2024,30 Oct 24
1396,1:10:35,Jacelyn GRUPPEN,NED,Valencia (ESP),27 OCT 2024,1118,Half,F,Jacelyn GRUPPEN_Half_1:10:35_27 OCT 2024,30 Oct 24
2389,2:12:35,Birhanu TESHOME,ETH,Yingkou (CHN),26 MAY 2024,1118,Full,M,Birhanu TESHOME_Full_2:12:35_26 MAY 2024,30 Oct 24
1392,1:10:34,Emily Chebet KIPCHUMBA,KEN,Riyadh (KSA),10 FEB 2024,1118,Half,F,Emily Chebet KIPCHUMBA_Half_1:10:34_10 FEB 2024,30 Oct 24
2381,2:12:33,Dinghong YANG,CHN,Huai'an (CHN),21 APR 2024,1118,Full,M,Dinghong YANG_Full_2:12:33_21 APR 2024,30 Oct 24
2380,2:12:33,Iraitz ARROSPIDE,ESP,Sevilla (ESP),18 FEB 2024,1118,Full,M,Iraitz ARROSPIDE_Full_2:12:33_18 FEB 2024,30 Oct 24
1822,2:31:27,Luiza DMITRIYEVA,RUS,"Luzhniki Stadion, Moskva (RUS)",13 OCT 2024,1118,Full,F,Luiza DMITRIYEVA_Full_2:31:27_13 OCT 2024,30 Oct 24
2383,2:12:33,Adugna TAKELE,ETH,Venezia (ITA),27 OCT 2024,1118,Full,M,Adugna TAKELE_Full_2:12:33_27 OCT 2024,30 Oct 24
657,3:39.12,Valentin BRESC,FRA,"Sportcentrum Wembley, Kortrijk (BEL)",13 JUL 2024,1118,1500m,M,Valentin BRESC_1500m_3:39.12_13 JUL 2024,30 Oct 24
1391,1:10:33,Faith CHEPCHIRCHIR,KEN,Lisboa (POR),06 OCT 2024,1118,Half,F,Faith CHEPCHIRCHIR_Half_1:10:33_06 OCT 2024,30 Oct 24
2384,2:12:34,Shusei OHASHI,JPN,Nobeoka (JPN),11 FEB 2024,1118,Full,M,Shusei OHASHI_Full_2:12:34_11 FEB 2024,30 Oct 24
1393,1:10:34,Yukari NAGATOMO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1118,Half,F,Yukari NAGATOMO_Half_1:10:34_11 FEB 2024,30 Oct 24
2388,2:12:34,JP FLAVIN,USA,"Chicago, IL (USA)",13 OCT 2024,1118,Full,M,JP FLAVIN_Full_2:12:34_13 OCT 2024,30 Oct 24
1394,1:10:34,Sheila CHEROTICH,KEN,Bilbao (ESP),19 OCT 2024,1118,Half,F,Sheila CHEROTICH_Half_1:10:34_19 OCT 2024,30 Oct 24
1395,1:10:35,Jessie CARDIN,USA,"Eakins Oval, Philadelphia, PA (USA)",15 SEP 2024,1118,Half,F,Jessie CARDIN_Half_1:10:35_15 SEP 2024,30 Oct 24
2382,2:12:33,Will NORRIS,USA,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024,1118,Full,M,Will NORRIS_Full_2:12:33_06 OCT 2024,30 Oct 24
2385,2:12:34,Shoma YAMAMOTO,JPN,Osaka (JPN),25 FEB 2024,1118,Full,M,Shoma YAMAMOTO_Full_2:12:34_25 FEB 2024,30 Oct 24
2386,2:12:34,John ROTICH,KEN,Roma (ITA),17 MAR 2024,1118,Full,M,John ROTICH_Full_2:12:34_17 MAR 2024,30 Oct 24
1171,13:25.50,Keita YOSHIDA,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1118,5000m,M,Keita YOSHIDA_5000m_13:25.50_19 MAY 2024,30 Oct 24
2387,2:12:34,Negese MEKONEN,ETH,Wuhan (CHN),24 MAR 2024,1118,Full,M,Negese MEKONEN_Full_2:12:34_24 MAR 2024,30 Oct 24
658,3:39.13,Abdurrahman GEDIKLIOĞLU,TUR,"Altamira estadioa, Ordizia (ESP)",22 JUN 2024,1118,1500m,M,Abdurrahman GEDIKLIOĞLU_1500m_3:39.13_22 JUN 2024,30 Oct 24
761,9:50.54,Dana KLEIN,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1118,3000m Steeple,F,Dana KLEIN_3000m Steeple_9:50.54_24 JUN 2024,30 Oct 24
1823,2:31:27,Gladys JEMAIYO,KEN,Dublin (IRL),27 OCT 2024,1118,Full,F,Gladys JEMAIYO_Full_2:31:27_27 OCT 2024,30 Oct 24
1724,1:01:44,Koki YOSHIOKA,JPN,Osaka (JPN),28 JAN 2024,1118,Half,M,Koki YOSHIOKA_Half_1:01:44_28 JAN 2024,30 Oct 24
1721,1:01:43,Masashi NONAKA,JPN,Marugame (JPN),04 FEB 2024,1118,Half,M,Masashi NONAKA_Half_1:01:43_04 FEB 2024,30 Oct 24
556,4:11.10,Mena SCATCHARD,GBR,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1118,1500m,F,Mena SCATCHARD_1500m_4:11.10_19 APR 2024,30 Oct 24
555,4:11.07,Grace FETHERSTONHAUGH,CAN,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1118,1500m,F,Grace FETHERSTONHAUGH_1500m_4:11.07_27 JUL 2024,30 Oct 24
554,4:11.03,Ayano IDE,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1118,1500m,F,Ayano IDE_1500m_4:11.03_28 JUN 2024,30 Oct 24
1720,1:01:43,Madoka TANIHARA,JPN,Marugame (JPN),04 FEB 2024,1118,Half,M,Madoka TANIHARA_Half_1:01:43_04 FEB 2024,30 Oct 24
1719,1:01:43,Kento OTSU,JPN,Marugame (JPN),04 FEB 2024,1118,Half,M,Kento OTSU_Half_1:01:43_04 FEB 2024,30 Oct 24
1718,1:01:43,Abderrazak CHARIK,FRA,Sevilla (ESP),28 JAN 2024,1118,Half,M,Abderrazak CHARIK_Half_1:01:43_28 JAN 2024,30 Oct 24
1824,2:31:29,Tigist GETNET,ETH,Doha (QAT),16 FEB 2024,1118,Full,F,Tigist GETNET_Full_2:31:29_16 FEB 2024,30 Oct 24
911,8:30.88,Colin DALY,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1118,3000m Steeple,M,Colin DALY_3000m Steeple_8:30.88_17 MAY 2024,30 Oct 24
912,8:30.94,Aidan TOOKER,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1118,3000m Steeple,M,Aidan TOOKER_3000m Steeple_8:30.94_17 MAY 2024,30 Oct 24
247,1:46.85,Alexandre SELLES,FRA,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1118,800m,M,Alexandre SELLES_800m_1:46.85_27 JUL 2024,30 Oct 24
246,1:46.84,Matthew MCKENNA,GBR,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1118,800m,M,Matthew MCKENNA_800m_1:46.84_21 AUG 2024,30 Oct 24
245,1:46.84,Christian HARRISON,USA,"George Mason Stadium, Fairfax, VA (USA)",12 AUG 2024,1118,800m,M,Christian HARRISON_800m_1:46.84_12 AUG 2024,30 Oct 24
244,1:46.84,Balázs VINDICS,HUN,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1118,800m,M,Balázs VINDICS_800m_1:46.84_07 JUN 2024,30 Oct 24
243,1:46.83,Shuta AZUMA,JPN,"Todoroki Stadium, Kawasaki (JPN)",22 SEP 2024,1118,800m,M,Shuta AZUMA_800m_1:46.83_22 SEP 2024,30 Oct 24
1723,1:01:44,Keito MAKISE,JPN,Osaka (JPN),28 JAN 2024,1118,Half,M,Keito MAKISE_Half_1:01:44_28 JAN 2024,30 Oct 24
1722,1:01:43,Hugo HAY,FRA,Copenhagen (DEN),15 SEP 2024,1118,Half,M,Hugo HAY_Half_1:01:43_15 SEP 2024,30 Oct 24
1725,1:01:44,Rintaro TAKEDA,JPN,Osaka (JPN),28 JAN 2024,1118,Half,M,Rintaro TAKEDA_Half_1:01:44_28 JAN 2024,30 Oct 24
1410,28:09.26,Afewerki ZERU,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1118,10000m,M,Afewerki ZERU_10000m_28:09.26_11 MAY 2024,30 Oct 24
1408,28:08.85,Zach PANNING,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1118,10000m,M,Zach PANNING_10000m_28:08.85_18 MAY 2024,30 Oct 24
1407,28:08.82,Vladimir NIKITIN,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1118,10000m,M,Vladimir NIKITIN_10000m_28:08.82_17 AUG 2024,30 Oct 24
1411,28:09.28,Philemon Kiplagat RUTO,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1118,10000m,M,Philemon Kiplagat RUTO_10000m_28:09.28_21 APR 2024,30 Oct 24
660,3:39.16,Tomáš HABARTA,CZE,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1118,1500m,M,Tomáš HABARTA_1500m_3:39.16_28 MAY 2024,30 Oct 24
1728,1:01:44,Boniface MULWA,KEN,Tokyo (JPN),20 OCT 2024,1118,Half,M,Boniface MULWA_Half_1:01:44_20 OCT 2024,30 Oct 24
1727,1:01:44,Shota MAEDA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1118,Half,M,Shota MAEDA_Half_1:01:44_11 FEB 2024,30 Oct 24
1826,2:31:32,Aurelia Jerotich KIPTUI,KEN,Barcelona (ESP),10 MAR 2024,1118,Full,F,Aurelia Jerotich KIPTUI_Full_2:31:32_10 MAR 2024,30 Oct 24
1825,2:31:29,Katherine TISALEMA PURUNCAJA,ECU,Sevilla (ESP),18 FEB 2024,1118,Full,F,Katherine TISALEMA PURUNCAJA_Full_2:31:29_18 FEB 2024,30 Oct 24
1169,32:24.50,Sora SHINOZAKURA,JPN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1118,10000m,F,Sora SHINOZAKURA_10000m_32:24.50_21 APR 2024,30 Oct 24
1168,32:24.43,Atsede BAYISA,ETH,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1118,10000m,F,Atsede BAYISA_10000m_32:24.43_08 JUN 2024,30 Oct 24
1726,1:01:44,Kenji YAMAMOTO,JPN,Osaka (JPN),28 JAN 2024,1118,Half,M,Kenji YAMAMOTO_Half_1:01:44_28 JAN 2024,30 Oct 24
659,3:39.15,Émile TOUPIN,CAN,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1118,1500m,M,Émile TOUPIN_1500m_3:39.15_20 JUL 2024,30 Oct 24
1409,28:09.19,Muthoni MUIRU,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1118,10000m,M,Muthoni MUIRU_10000m_28:09.19_10 JUL 2024,30 Oct 24
1729,1:01:45,Fearghal CURTIN,IRL,"Houston, TX (USA)",14 JAN 2024,1117,Half,M,Fearghal CURTIN_Half_1:01:45_14 JAN 2024,30 Oct 24
1734,1:01:45,Hibiki YOSHIDA,JPN,Hakodate (JPN),30 JUN 2024,1117,Half,M,Hibiki YOSHIDA_Half_1:01:45_30 JUN 2024,30 Oct 24
1733,1:01:45,Shunta UCHIDA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1117,Half,M,Shunta UCHIDA_Half_1:01:45_11 FEB 2024,30 Oct 24
762,9:50.86,Eleonora CURTABBI,ITA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1117,3000m Steeple,F,Eleonora CURTABBI_3000m Steeple_9:50.86_11 MAY 2024,30 Oct 24
1732,1:01:45,Ren YONEMITSU,JPN,Marugame (JPN),04 FEB 2024,1117,Half,M,Ren YONEMITSU_Half_1:01:45_04 FEB 2024,30 Oct 24
2393,2:12:37,Eikichi KAZAOKA,JPN,Osaka (JPN),25 FEB 2024,1117,Full,M,Eikichi KAZAOKA_Full_2:12:37_25 FEB 2024,30 Oct 24
2392,2:12:37,Polat Kemboi ARIKAN,TUR,Dubai (UAE),07 JAN 2024,1117,Full,M,Polat Kemboi ARIKAN_Full_2:12:37_07 JAN 2024,30 Oct 24
1736,1:01:45,Jorge BLANCO,ESP,Valencia (ESP),27 OCT 2024,1117,Half,M,Jorge BLANCO_Half_1:01:45_27 OCT 2024,30 Oct 24
1735,1:01:45,Shuho DAIROKUNO,JPN,Tokyo (JPN),20 OCT 2024,1117,Half,M,Shuho DAIROKUNO_Half_1:01:45_20 OCT 2024,30 Oct 24
250,1:46.86,Craig ENGELS,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1117,800m,M,Craig ENGELS_800m_1:46.86_09 JUN 2024,30 Oct 24
1737,1:01:45,Davor Aaron BIENENFELD,GER,Valencia (ESP),27 OCT 2024,1117,Half,M,Davor Aaron BIENENFELD_Half_1:01:45_27 OCT 2024,30 Oct 24
2396,2:12:39,Takuma TAKEMURA,JPN,Nobeoka (JPN),11 FEB 2024,1117,Full,M,Takuma TAKEMURA_Full_2:12:39_11 FEB 2024,30 Oct 24
1827,2:31:38,Ayumi MORITA,JPN,Tokyo (JPN),03 MAR 2024,1117,Full,F,Ayumi MORITA_Full_2:31:38_03 MAR 2024,30 Oct 24
986,15:23.76,Briana SCOTT,CAN,"Dempsey Indoor, Seattle, WA (USA)",09 FEB 2024,1117,5000m,F,Briana SCOTT_5000m_15:23.76_09 FEB 2024,30 Oct 24
559,4:11.26,Marta PEN FREITAS,POR,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1117,1500m,F,Marta PEN FREITAS_1500m_4:11.26_01 JUN 2024,30 Oct 24
763,9:51.01,Purity KIRUI,KEN,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1117,3000m Steeple,F,Purity KIRUI_3000m Steeple_9:51.01_20 MAR 2024,30 Oct 24
1730,1:01:45,Felix KURUI,KEN,Santa Pola (ESP),21 JAN 2024,1117,Half,M,Felix KURUI_Half_1:01:45_21 JAN 2024,30 Oct 24
1399,1:10:37,Daisy KIMELI,KEN,Cardiff (GBR),06 OCT 2024,1117,Half,F,Daisy KIMELI_Half_1:10:37_06 OCT 2024,30 Oct 24
1398,1:10:37,Faith CHEPKOECH,KEN,Lisboa (POR),06 OCT 2024,1117,Half,F,Faith CHEPKOECH_Half_1:10:37_06 OCT 2024,30 Oct 24
1397,1:10:37,Moe SHIMIZU,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1117,Half,F,Moe SHIMIZU_Half_1:10:37_11 FEB 2024,30 Oct 24
558,4:11.20,Birtukan DEGU,ETH,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1117,1500m,F,Birtukan DEGU_1500m_4:11.20_25 MAY 2024,30 Oct 24
557,4:11.18,Tatsiana SHABANAVA,BLR,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1117,1500m,F,Tatsiana SHABANAVA_1500m_4:11.18_18 AUG 2024,30 Oct 24
2394,2:12:37,Adeledelew MAMO,ETH,Cape Town (RSA),20 OCT 2024,1117,Full,M,Adeledelew MAMO_Full_2:12:37_20 OCT 2024,30 Oct 24
256,1:46.89,Kerem AYHAN,TUR,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1117,800m,M,Kerem AYHAN_800m_1:46.89_09 JUN 2024,30 Oct 24
255,1:46.89,Isaac BASTEN,USA,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1117,800m,M,Isaac BASTEN_800m_1:46.89_27 APR 2024,30 Oct 24
254,1:46.88,Cornelius TUWEI,KEN,"Nyayo National Stadium, Nairobi (KEN)",26 JAN 2024,1117,800m,M,Cornelius TUWEI_800m_1:46.88_26 JAN 2024,30 Oct 24
253,1:46.87,Mehmet ÇELİK,TUR,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1117,800m,M,Mehmet ÇELİK_800m_1:46.87_19 MAY 2024,30 Oct 24
252,1:46.87,Kwazi MGOBHOZI,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1117,800m,M,Kwazi MGOBHOZI_800m_1:46.87_20 APR 2024,30 Oct 24
251,1:46.86,Alexander STEPANOV,GER,"TSV Stadion, Pfungstadt (GER)",14 AUG 2024,1117,800m,M,Alexander STEPANOV_800m_1:46.86_14 AUG 2024,30 Oct 24
249,1:46.86,Jaxson HOEY,USA,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1117,800m,M,Jaxson HOEY_800m_1:46.86_30 MAR 2024,30 Oct 24
248,1:46.86,Alfred KIPKETER,KEN,"Nyayo National Stadium, Nairobi (KEN)",27 JAN 2024,1117,800m,M,Alfred KIPKETER_800m_1:46.86_27 JAN 2024,30 Oct 24
